puma_geoid,STATEFIP,med_value_2012,med_value_2021,med_inc_2012,med_inc_2021,n_hh_2012,n_hh_2021,real_value_2012,recovery_index,pct_change_real,recovery_q,depressed
0604102,6,900000,1500000,131100,180000,365,387,1062192.3917872421,1.412173549347406,41.21735493474059,3,FALSE
0604701,6,140000,400000,58400,62800,169,154,165229.92761134877,2.42086894173841,142.086894173841,4,FALSE
0604702,6,130000,300000,61000,82400,286,287,153427.78992482385,1.9553172221733313,95.53172221733313,4,FALSE
0605301,6,400000,900000,89000,112980,404,465,472085.50746099645,1.906434291618998,90.6434291618998,4,FALSE
0605302,6,234000,600000,75000,97100,240,220,276170.02186468296,2.1725746913037014,117.25746913037014,4,FALSE
0605303,6,250000,600000,69200,114510,275,290,295053.4421631228,2.0335299110602643,103.35299110602642,4,FALSE
0605500,6,400000,750000,86300,114400,448,511,472085.50746099645,1.5886952430158316,58.86952430158316,3,FALSE
0605700,6,300000,500000,66230,91300,316,334,354064.1305957473,1.4121735493474061,41.21735493474061,3,FALSE
0605901,6,640000,1000000,101000,144800,408,459,755336.8119375943,1.3239127025131932,32.39127025131931,3,FALSE
0605902,6,500000,800000,102000,130000,301,337,590106.8843262456,1.3556866073735097,35.56866073735097,3,FALSE
0605903,6,675000,1000000,105000,127000,528,603,796644.2938404315,1.2552653771976943,25.526537719769426,2,FALSE
0605904,6,550000,850000,112700,140000,329,477,649117.5727588702,1.3094700184857764,30.94700184857764,2,FALSE
0605905,6,500000,850000,101000,144200,398,496,590106.8843262456,1.440417020334354,44.041702033435406,3,FALSE
0605906,6,480000,800000,97000,140000,452,533,566502.6089531957,1.412173549347406,41.21735493474059,3,FALSE
0605907,6,450000,800000,94000,126500,393,405,531096.1958936211,1.5063184526372329,50.631845263723285,3,FALSE
0605908,6,400000,720000,83150,113700,445,508,472085.50746099645,1.5251474332951984,52.514743329519845,3,FALSE
0605909,6,350000,679000,72900,110000,202,185,413074.8190283719,1.6437700114403806,64.37700114403806,4,FALSE
0605910,6,400000,700000,85200,120000,299,354,472085.50746099645,1.4827822268147763,48.27822268147764,3,FALSE
0605911,6,500000,800000,98800,135000,313,334,590106.8843262456,1.3556866073735097,35.56866073735097,3,FALSE
0605912,6,400000,700000,79900,96600,333,367,472085.50746099645,1.4827822268147763,48.27822268147764,3,FALSE
0605913,6,350000,630000,71000,79000,284,304,413074.8190283719,1.5251474332951984,52.514743329519845,3,FALSE
0605914,6,560000,900000,100900,130000,505,510,660919.7104453951,1.3617387797278557,36.173877972785576,3,FALSE
0605915,6,600000,950000,135000,190000,230,311,708128.2611914946,1.3415648718800357,34.15648718800357,3,FALSE
0605916,6,300000,600000,69200,100000,246,240,354064.1305957473,1.6946082592168872,69.46082592168872,4,FALSE
0605917,6,300000,650000,67000,118140,186,197,354064.1305957473,1.8358256141516278,83.58256141516279,4,FALSE
0605918,6,550000,900000,89600,128400,366,393,649117.5727588702,1.3864976666319984,38.649766663199834,3,FALSE
0606101,6,290000,600000,95000,127000,326,431,342261.99290922243,1.7530430267760901,75.30430267760902,4,FALSE
