puma_geoid,STATEFIP,med_value_2012,med_value_2021,med_inc_2012,med_inc_2021,n_hh_2012,n_hh_2021,real_value_2012,recovery_index,pct_change_real,recovery_q,depressed,risk_score,sovi_score,resl_score,nri_pop,nri_tracts,state_fips,puma_code,puma_name,pct_chg_0709,pct_chg_1921,pct_chg_0721,abs_gain_0721,recovered_07,decimated
0100100,1,100000,148000,50000,56510,574,586,118021.37686524913,1.2540101118204965,25.40101118204965,2,FALSE,75.36961076520737,64.40456919572385,43.95748208610882,189860,55,01,00100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA",-1.3041336345774794,8.990085277573064,34.38325651041003,47721.10320514583,1,FALSE
0100200,1,146000,200000,69160,90000,391,432,172311.2102232637,1.1606905885047172,16.06905885047172,2,FALSE,65.48972653532039,39.046895876481464,71.66878456363021,208711,46,01,00200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA,3.6139707632384352,23.86539387959372,45.39973186222415,89342.3802354759,1,FALSE
0100301,1,148000,220000,72000,92500,290,331,174671.6377605687,1.2595061386071458,25.950613860714576,2,FALSE,55.08787042980767,36.41318722029706,75.95071673972278,136169,34,01,00301,Huntsville (North) & Madison (East) Cities PUMA,NA,NA,NA,NA,NA,NA
0100302,1,180000,250000,71000,98020,316,347,212438.4783574484,1.1768112911228383,17.681129112283834,2,FALSE,61.11693136496652,51.681714538670015,75.95071673972278,107967,31,01,00302,Huntsville City (Central & South) PUMA,NA,NA,NA,NA,NA,NA
0100400,1,100000,120000,42000,54000,418,517,118021.37686524913,1.0167649555301324,1.6764955530132353,1,TRUE,71.06082026955865,70.33787985452203,15.295372585038862,123880,37,01,00400,DeKalb & Jackson Counties PUMA,14.164180838478035,10.452158195289876,48.19444866507597,49665.339399250544,1,FALSE
0100500,1,125000,200000,54300,70000,570,685,147526.7210815614,1.3556866073735097,35.56866073735097,3,FALSE,77.63054208446434,62.27896559721591,42.37946144103665,133583,33,01,00500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA,13.21419001879776,28.15601640019624,97.26373993832286,121475.78101201035,1,FALSE
0100600,1,100000,170000,51300,69600,468,477,118021.37686524913,1.440417020334354,44.041702033435406,3,FALSE,74.97898987760836,61.69150503297,34.929230119964835,156361,42,01,00600,Morgan & Lawrence Counties--Decatur City PUMA,-0.02145939022697959,24.2710162334609,59.28667683778476,79107.80226916235,1,FALSE
0100700,1,100000,150000,40000,65500,349,408,118021.37686524913,1.2709561944126655,27.09561944126655,2,FALSE,68.84495440455592,72.01281296247838,24.80698576998149,111138,30,01,00700,Cullman & Winston Counties PUMA,-11.752258221016248,5.628064765618439,90.9586940370557,90744.22069561409,1,TRUE
0100800,1,130000,155000,55000,56900,376,445,153427.78992482385,1.0102472314562212,1.0247231456221195,1,TRUE,54.925253215347425,55.00469792479235,24.85599921363224,149891,40,01,00800,St. Clair & Blount Counties PUMA,5.95216665696411,15.870364173273144,56.71920331961283,74056.7830615967,1,FALSE
0100900,1,90000,145000,48000,50000,295,326,106219.2391787242,1.3651010977024924,36.51010977024925,3,FALSE,65.2460743472263,68.25322490587958,44.358488330766505,103320,33,01,00900,Etowah County PUMA,NA,NA,NA,NA,NA,NA
0101000,1,90000,114000,42000,50000,526,526,106219.2391787242,1.0732518975040284,7.3251897504028385,1,TRUE,68.05548658278074,73.12356364530076,25.12507963413576,158105,46,01,01000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA",12.395871100872512,11.943087617989836,37.36514554014818,44052.60130089788,1,FALSE
0101100,1,100000,125000,46000,56000,313,310,118021.37686524913,1.0591301620105544,5.913016201055443,1,TRUE,66.2958618191406,70.61148308430232,37.6365359554555,116250,37,01,01100,Calhoun County PUMA,-1.4042645239956018,-2.573406499057133,38.86201654226145,45217.53202306702,1,FALSE
0101200,1,188000,260000,76400,92100,594,726,221880.18850666835,1.171803583501039,17.180358350103898,2,FALSE,63.911230118555515,37.166590851030755,64.98282194052841,222782,55,01,01200,Shelby County PUMA,18.52656064475312,9.599190803088783,175.07194821989333,198983.34818282112,1,FALSE
0101301,1,70000,90000,34500,44000,234,200,82614.96380567439,1.0893910237822846,8.939102378228458,1,TRUE,54.51180845796058,84.01779366981086,72.2603956877147,87230,33,01,01301,Birmingham City (West) PUMA,NA,NA,NA,NA,NA,NA
0101302,1,90000,150000,44200,60000,205,214,106219.2391787242,1.412173549347406,41.21735493474059,3,FALSE,52.585511631092736,65.52846589169927,72.26039568771472,99799,34,01,01302,Birmingham City (East) PUMA,NA,NA,NA,NA,NA,NA
0101303,1,250000,325000,92000,112000,384,491,295053.4421631228,1.1014953684909763,10.14953684909765,1,TRUE,56.72986303829426,32.4656216023422,72.26039568771468,184719,45,01,01303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA",NA,NA,NA,NA,NA,NA
0101304,1,130000,160000,57200,63100,492,456,153427.78992482385,1.0428358518257768,4.283585182577676,1,TRUE,46.39977906092476,47.06216608080876,72.26039568771469,183818,45,01,01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA",NA,NA,NA,NA,NA,NA
0101305,1,130000,175000,55000,70000,306,323,153427.78992482385,1.1406017129344432,14.060171293444323,1,TRUE,51.65359245020866,53.52057745849208,72.26039568771469,118200,32,01,01305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA",NA,NA,NA,NA,NA,NA
0101400,1,85000,100000,40000,54000,438,415,100318.17033546176,0.9968283877746394,-0.3171612225360554,1,TRUE,72.95388165284344,72.685793961939,18.37224421730459,117597,37,01,01400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA",-0.8303663002020958,6.788918951631096,-29.452929439142725,-55418.76734304495,0,FALSE
0101500,1,150000,200000,47001,71600,359,399,177032.06529787366,1.1297388394779249,12.973883947792489,1,TRUE,58.11641823066922,51.815190889689,54.194481739718384,124999,30,01,01500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA,-4.9990125368383005,29.589098545706673,125.58708666646687,134415.68337638845,1,FALSE
0101600,1,135000,175000,44000,67500,185,175,159328.8587680863,1.0983572050479824,9.83572050479824,1,TRUE,52.42234922123818,62.12164546068353,60.79374481696479,120797,35,01,01600,Tuscaloosa & Northport (Southeast) Cities PUMA,9.132696307808844,-2.256524341174422,87.21292982391353,110987.36684203036,1,FALSE
0101700,1,85000,89000,36000,39500,426,390,100318.17033546176,0.8871772651194292,-11.282273488057085,1,TRUE,61.42195244013943,82.48658703391425,27.20892955655452,123140,53,01,01700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA",-1.872485829719432,-3.1358950089583795,-29.414054926750943,-53418.51176940034,0,FALSE
0101800,1,85000,140000,39700,56400,378,406,100318.17033546176,1.3955597428844952,39.55597428844953,3,FALSE,59.622400045493,67.2739258644614,28.56949777673095,131336,36,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",24.81483048454002,18.93206826803394,63.66679016845266,68115.4607173016,1,FALSE
0101900,1,150000,200000,60200,72000,264,323,177032.06529787366,1.1297388394779249,12.973883947792489,1,TRUE,33.19482872769445,51.442091211506416,40.1942897760929,173871,48,01,01900,Lee County--Auburn City PUMA,-11.229247321949977,9.671420148939362,73.31932340697682,124376.31627598465,1,TRUE
0102000,1,102000,145000,60000,61000,448,453,120381.8044025541,1.2045009685610226,20.450096856102263,2,FALSE,49.83733512403594,59.91255132176459,61.15981518777399,196453,59,01,02000,Montgomery City & Pike Road Town (North) PUMA,-9.921320458537568,21.4631072953454,29.744940217720885,55603.65355540227,1,TRUE
0102100,1,129000,175000,53400,67400,499,521,152247.57615617136,1.1494435866781212,14.944358667812118,2,FALSE,52.13346972356933,57.66924085569916,47.55539044988073,189220,53,01,02100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA",-9.316577428415965,15.852153073630872,108.5172034656172,108630.3712926948,1,FALSE
0102200,1,75000,120000,37000,42000,512,507,88516.03264893683,1.35568660737351,35.56866073735099,3,FALSE,78.64656310276978,77.86146201402565,24.09883864301533,129582,47,01,02200,Southwest Alabama PUMA,21.851628303051783,13.160829940272208,-1.3218323852388294,-1966.6503193136596,0,FALSE
0102300,1,100000,129000,49000,56600,636,719,118021.37686524913,1.0930223271948922,9.302232719489222,1,TRUE,75.62952629869775,69.21153895373752,32.42944027731502,123104,45,01,02300,"Coffee, Covington, Butler & Crenshaw Counties PUMA",1.5184089897138722,13.206997693648647,18.211866510961045,25856.93135777928,1,FALSE
0102400,1,90000,120000,43600,53000,489,446,106219.2391787242,1.1297388394779246,12.973883947792464,1,TRUE,39.91231986273232,72.4950999711935,23.784934853640134,147073,54,01,02400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA",-9.712524459830568,3.3128397773395983,-34.42522340226876,-87038.29411831585,0,TRUE
0102500,1,95000,150000,50600,60300,1341,1264,112120.30802198668,1.3378486256975424,33.78486256975424,3,FALSE,73.39017033628602,70.52829292690717,45.335892020116155,200044,52,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",-0.6398782646705581,4.966137134444898,40.200194900007865,52097.850880787024,1,FALSE
0102600,1,150000,250000,55400,75300,408,528,177032.06529787366,1.412173549347406,41.21735493474061,3,FALSE,94.72441905261464,53.57174423456696,88.92311337519249,231365,43,01,02600,Baldwin County PUMA,1.221619584581011,6.385302378504125,120.66872834860416,174301.2870685043,1,FALSE
0102701,1,80000,105000,36000,50000,319,290,94417.10149219928,1.1120866701110823,11.208667011108233,1,TRUE,64.65851659238396,68.92132233605066,71.3541049638668,98974,48,01,02701,Mobile City (East) PUMA,NA,NA,NA,NA,NA,NA
0102702,1,139000,180000,57000,63400,254,293,164049.71384269628,1.0972283692771212,9.72283692771212,1,TRUE,69.03049956131292,47.897678954191456,71.3541049638668,110624,34,01,02702,Mobile City (West) PUMA,NA,NA,NA,NA,NA,NA
0102703,1,130000,170000,60000,61200,426,472,153427.78992482385,1.1080130925648877,10.801309256488768,1,TRUE,78.5716152017712,50.98935832402593,71.35410496386682,204916,52,01,02703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA",NA,NA,NA,NA,NA,NA
0200101,2,265000,300000,85000,113100,112,148,312756.64869291015,0.959212222198238,-4.0787777801762015,1,TRUE,94.705237708343,36.736331033945184,28.125814476957697,131758,30,02,00101,Anchorage Municipality (North) PUMA,-8.37372447949823,0.14773656627153017,11.638242386011104,35283.114842098905,1,FALSE
0200102,2,290000,325000,103800,111980,181,242,342261.99290922243,0.9495649728370488,-5.043502716295112,1,TRUE,88.14284950182838,25.72226678480125,28.125814476957704,159227,31,02,00102,Anchorage Municipality (South) PUMA,-8.734675905987986,30.061023076226533,28.746813136835044,95617.45653555832,1,FALSE
0200200,2,205000,280000,75600,84000,426,539,241943.8225737607,1.1572934453188497,15.72934453188497,2,FALSE,98.55833084953984,47.07218263256017,1.642783725138937,165731,38,02,00200,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,-11.122855795306103,1.19519892401325,22.922099848011552,57644.20284690871,1,TRUE
0200300,2,213000,300000,85250,93000,253,298,251385.53272298063,1.1933860980400612,19.33860980400613,2,FALSE,78.2700867588699,42.874783253863825,30.012818094576463,162927,41,02,00300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA",2.9853522959338634,32.2090066092559,44.03485255566701,112347.6344837256,1,FALSE
0200400,2,165000,220000,56200,72800,541,387,194735.27182766105,1.1297388394779246,12.973883947792464,1,TRUE,84.00006563402259,80.29111058127337,18.79260143464092,112076,37,02,00400,Subsistence Alaska PUMA,-5.612384582761962,27.435044305992832,70.66614969518021,110148.25817506784,1,FALSE
0400100,4,210000,475000,89000,131000,278,459,247844.89141702311,1.916521245542908,91.65212455429082,4,FALSE,68.93741354238628,13.23106649126288,17.5299135173558,179537,40,04,00100,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,NA,NA,NA,NA,NA,NA
0400101,4,130000,350000,63300,86500,513,655,153427.78992482385,2.2812034258688865,128.12034258688865,4,FALSE,70.74146509216304,42.49166674744607,17.529913517355798,185870,42,04,00101,Maricopa County--Mesa City (East) PUMA,-18.22539742482877,23.84472802003432,51.895194504041235,134602.80789905632,1,TRUE
0400102,4,150000,350000,58000,89900,394,509,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,61.82021592186674,34.6413455661028,17.529913517355798,143970,35,04,00102,Maricopa County--Mesa City (North Central) PUMA,-24.15120124809508,27.242615169346603,24.498668099349217,83066.69262117706,1,TRUE
0400103,4,115000,280000,55600,71490,205,249,135724.5833950365,2.063001359046645,106.30013590466451,4,FALSE,69.12702477457292,56.265871855922946,17.529913517355798,114776,27,04,00103,Maricopa County--Mesa City (West) PUMA,-32.17413786673261,25.67341738952259,-13.684152276899695,-47980.79054318491,0,TRUE
0400104,4,97000,275000,50800,60000,292,376,114480.73555929164,2.402150882910536,140.2150882910536,4,FALSE,73.09390877884657,53.65063313748618,17.5299135173558,106626,26,04,00104,Maricopa County--Mesa City (South Central) PUMA,-32.08696345508869,52.49940770104614,-29.190032154797503,-126214.28948484594,0,TRUE
0400105,4,199000,450000,90400,105000,414,479,234862.53996184573,1.916014363436179,91.6014363436179,4,FALSE,63.077871608641665,17.20303076825288,17.5299135173558,152752,33,04,00105,Maricopa County--Gilbert Town (North) PUMA,2.944680636226615,25.0832144234004,-31.88473166120809,-228097.84298385624,0,FALSE
0400106,4,150000,350000,68200,90920,274,336,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,66.87270449783749,44.72177547295915,17.529913517355798,122710,26,04,00106,Maricopa County--Chandler City (Northeast) PUMA,-4.215485437453511,37.88340829360937,-0.5037148344299603,-1953.222540093935,0,FALSE
0400107,4,265000,500000,79900,120000,365,498,312756.64869291015,1.5986870369970634,59.86870369970634,4,FALSE,74.645440344571,29.83115637347291,17.529913517355805,128088,27,04,00107,Maricopa County--Chandler City (South) PUMA,-18.689178436566728,36.57210916822824,51.3618918258657,195746.33815495443,1,TRUE
0400108,4,200000,400000,75000,107000,283,325,236042.75373049825,1.6946082592168872,69.46082592168872,4,FALSE,64.77236610919628,24.902238764160423,17.529913517355805,107966,24,04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,-31.10957499037979,23.784419690367567,57.15544666420595,178166.680760095,1,TRUE
0400109,4,150000,350000,63500,80000,138,173,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,75.0663087571761,31.85413603473788,17.529913517355805,117253,26,04,00109,Maricopa County--Tempe City (North) PUMA,-44.089729298100096,25.370551983979848,45.6785386893761,122967.30645392503,1,TRUE
0400110,4,250000,550000,70000,107900,360,449,295053.4421631228,1.8640690851385755,86.40690851385757,4,FALSE,77.81838090663487,37.18679254880963,17.5299135173558,128403,33,04,00110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,-40.0282431909026,37.57984237003979,209.9601555304379,648694.4750907652,1,TRUE
0400111,4,350000,600000,92000,120200,301,416,413074.8190283719,1.4525213650430462,45.252136504304616,3,FALSE,76.90563375414133,36.4757088914976,17.5299135173558,111586,26,04,00111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA,-44.67910216963883,53.86056510175022,323.5801437754563,647538.1793864651,1,TRUE
0400112,4,400000,600000,104000,123200,359,554,472085.5074609965,1.2709561944126655,27.09561944126655,2,FALSE,78.93013831406468,27.63131157589853,17.5299135173558,130447,30,04,00112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA",-16.06176278847101,37.67214437135725,186.00237243864177,587117.5819302578,1,TRUE
0400113,4,250000,500000,78000,105000,319,391,295053.4421631228,1.694608259216887,69.4608259216887,4,FALSE,63.83810510201682,32.70851333892064,17.529913517355805,104693,25,04,00113,Phoenix City (Northeast) PUMA,10.303818049040846,31.678730292659676,47.295129920251185,194781.04989249707,1,FALSE
0400114,4,150000,350000,64700,74900,284,331,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,60.9327085037711,42.32131307543182,17.529913517355805,111355,26,04,00114,Phoenix City (Northeast Central) PUMA,-16.571102983246412,28.971578117874103,24.17362629281886,76744.66719622689,1,TRUE
0400115,4,110000,300000,53900,73200,217,246,129823.51455177405,2.3108294443866644,131.08294443866643,4,FALSE,65.95468946947138,36.67541521704596,17.5299135173558,109622,23,04,00115,Phoenix City (Northwest Central) PUMA,-25.67272942464116,34.28639111276715,58.33761822626536,127473.96503679069,1,TRUE
0400116,4,150000,400000,65000,84000,223,277,177032.06529787366,2.2594776789558497,125.94776789558496,4,FALSE,55.481687879347035,48.1178984954012,17.5299135173558,110613,32,04,00116,Phoenix City (Uptown) PUMA,-26.082369444757283,9.579830399617135,40.54119245829076,136749.5518771271,1,TRUE
0400117,4,175000,470000,57400,100000,241,277,206537.4095141859,2.2756168052341055,127.56168052341054,4,FALSE,51.99560963487232,30.339029555875356,17.529913517355798,104943,28,04,00117,Phoenix City (East) PUMA,-37.401837219283074,33.01395578630152,229.97858934804881,490272.4210785822,1,TRUE
0400118,4,125000,350000,55000,73000,162,192,147526.7210815614,2.372451562903642,137.24515629036418,4,FALSE,73.31510873789075,61.28372781744095,17.5299135173558,118423,36,04,00118,Phoenix City--Downtown & Sky Harbor International Airport PUMA,-47.72340813417472,13.709639131692535,88.64327973581213,177027.36643499177,1,TRUE
0400119,4,80000,275000,48200,76600,184,219,94417.10149219928,2.912607945529025,191.26079455290247,4,FALSE,73.00734972830149,53.74786669503548,17.5299135173558,117113,26,04,00119,Phoenix City (South) PUMA,-26.806843652588835,39.180381008347005,-32.68946519693816,-140233.60143316252,0,TRUE
0400120,4,225000,400000,89000,120000,293,354,265548.09794681054,1.5063184526372329,50.631845263723285,3,FALSE,58.94236338046509,28.4618519116648,17.529913517355798,108700,28,04,00120,Phoenix City--Ahwatukee & South Mountain PUMA,-26.29538134828601,27.186918138611432,20.24572142938731,77634.12947037874,1,TRUE
0400121,4,90000,300000,50000,70000,214,290,106219.2391787242,2.824347098694812,182.4347098694812,4,FALSE,71.44697579592842,40.28855170895864,17.529913517355798,151473,30,04,00121,Phoenix (Southwest) & Tolleson Cities PUMA,-26.07697897404157,33.42660700474519,-24.072995241916647,-97087.03110025045,0,TRUE
0400122,4,50000,250000,28800,59700,140,144,59010.68843262456,4.236520648042218,323.65206480422177,4,FALSE,69.19021496950991,72.49767801983174,17.529913517355805,112203,23,04,00122,Phoenix City--Maryvale (East) PUMA,-29.745228398071372,41.90995540559784,-7.7825282717012225,-21102.23859557882,0,TRUE
0400123,4,70000,240000,41400,57600,178,180,82614.96380567439,2.905042730086092,190.5042730086092,4,FALSE,59.24966259025544,58.72817571369169,17.5299135173558,121117,27,04,00123,Phoenix City--Maryvale (West) PUMA,NA,NA,NA,NA,NA,NA
0400124,4,80000,260000,50000,70000,196,212,94417.10149219928,2.7537384212274416,175.37384212274415,4,FALSE,65.69181912857219,58.82534066172312,17.529913517355798,114400,24,04,00124,Maricopa County--Glendale City (South) PUMA,NA,NA,NA,NA,NA,NA
0400125,4,90000,275000,50000,70000,219,228,106219.2391787242,2.588984840470244,158.8984840470244,4,FALSE,67.15311104400425,53.40774672131597,17.5299135173558,114542,23,04,00125,Phoenix City (West) PUMA,NA,NA,NA,NA,NA,NA
0400126,4,150000,350000,73410,91700,340,375,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,72.8128568329722,33.80450802709194,17.529913517355805,129933,29,04,00126,Maricopa County--Glendale City (North) PUMA,NA,NA,NA,NA,NA,NA
0400127,4,148000,350000,67200,84550,322,351,174671.6377605687,2.003759765965914,100.3759765965914,4,FALSE,70.39673820237456,44.203064858923625,17.5299135173558,121243,27,04,00127,Maricopa County--Peoria City (South & Central) PUMA,NA,NA,NA,NA,NA,NA
0400128,4,150000,350000,73300,96000,287,309,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,72.95814805266349,34.06963912423757,17.52991351735581,110222,24,04,00128,Phoenix City (North) PUMA,NA,NA,NA,NA,NA,NA
0400129,4,220000,490000,77000,122000,304,437,259647.0291035481,1.8871773795824425,88.71773795824424,4,FALSE,74.90829290562905,21.264841405715664,17.5299135173558,140467,30,04,00129,Phoenix (Far North) & Peoria (Northwest) Cities PUMA,NA,NA,NA,NA,NA,NA
0400130,4,123000,250000,40000,56100,474,560,145166.29354425642,1.722162865057812,72.2162865057812,4,FALSE,80.24439196802561,72.02409191971319,17.529913517355805,126620,30,04,00130,Maricopa County--El Mirage City & Sun City PUMA,NA,NA,NA,NA,NA,NA
0400131,4,150000,350000,64100,84900,292,395,177032.06529787366,1.9770429690863685,97.70429690863683,4,FALSE,72.9638307648422,40.47923479652692,17.5299135173558,123377,25,04,00131,Maricopa County--Surprise City (Central) PUMA,NA,NA,NA,NA,NA,NA
0400132,4,200000,420000,77890,106360,230,357,236042.75373049825,1.7793386721777316,77.93386721777316,4,FALSE,67.13071699460582,23.499629361817615,17.529913517355798,146710,31,04,00132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA",NA,NA,NA,NA,NA,NA
0400133,4,120000,330000,64000,86000,240,262,141625.65223829894,2.33008635642322,133.008635642322,4,FALSE,68.69737085213349,27.85013179522265,17.5299135173558,122799,25,04,00133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA,NA,NA,NA,NA,NA,NA
0400134,4,120000,350000,55100,76600,284,423,141625.65223829894,2.4713037113579603,147.13037113579605,4,FALSE,76.21024549623053,29.017601629233823,17.529913517355798,168284,34,04,00134,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,NA,NA,NA,NA,NA,NA
0400201,4,100000,200000,47200,60000,297,349,118021.37686524913,1.6946082592168872,69.46082592168872,4,FALSE,75.31520294390992,56.05510575618887,19.7523990048572,104352,25,04,00201,Pima County (West) PUMA,-14.555332908455608,46.92318596158114,64.25160272392029,93696.40297764784,1,TRUE
0400202,4,150000,270000,62600,80100,323,411,177032.06529787366,1.5251474332951984,52.514743329519845,3,FALSE,68.9018022469079,53.23503418074097,19.7523990048572,129819,33,04,00202,Tucson (West) & Marana Cities PUMA,-15.311415659009963,17.120328157780882,54.054181416924855,103702.04926349898,1,TRUE
0400203,4,190000,300000,70000,80000,373,492,224240.61604397336,1.3378486256975424,33.78486256975424,3,FALSE,65.20661160040432,37.551692585921565,19.7523990048572,119994,31,04,00203,Pima County (North Central)--Oro Valley Town PUMA,2.886699668713701,22.11969470962516,-25.54515217887756,-127729.51125654748,0,FALSE
0400204,4,300000,425000,90000,108950,401,490,354064.1305957473,1.200347516945295,20.034751694529508,2,FALSE,79.11751404147255,46.86979970263431,19.752399004857203,109632,32,04,00204,Pima County (Northeast) PUMA,-14.826589575370337,14.20404457570112,238.20880662891375,388869.8355795003,1,TRUE
0400205,4,170000,300000,65800,87200,395,489,200636.3406709235,1.4952425816619592,49.52425816619592,3,FALSE,58.61096736402303,32.81835284390895,19.7523990048572,150644,36,04,00205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,-17.123136345995427,33.00727321237865,-0.17685436160977402,-571.4331378684728,0,TRUE
0400206,4,150000,250000,56000,70400,218,310,177032.06529787366,1.412173549347406,41.21735493474061,3,FALSE,72.69286299880129,58.50465182250014,19.7523990048572,103366,29,04,00206,Tucson City (Northeast) PUMA,-10.375509325530183,29.488005941570123,15.67496837806431,39921.858837734384,1,TRUE
0400207,4,115000,180000,42200,52100,179,209,135724.5833950365,1.326215159387129,32.621515938712896,3,FALSE,60.69505343391264,58.76495080738245,19.7523990048572,102618,27,04,00207,Tucson City (Northwest) PUMA,-13.359389222169124,42.98459205180564,30.7052491909349,67383.2884854378,1,TRUE
0400208,4,75000,150000,35000,48100,232,227,88516.03264893683,1.6946082592168872,69.46082592168872,4,FALSE,60.74696542789209,71.23778451862923,19.752399004857203,102883,26,04,00208,Tucson City (South) PUMA,NA,NA,NA,NA,NA,NA
0400209,4,120000,200000,52000,62000,299,355,141625.65223829894,1.412173549347406,41.21735493474059,3,FALSE,59.26815582355057,55.95674347861259,19.752399004857203,119408,31,04,00209,Tucson City (Southeast) PUMA,NA,NA,NA,NA,NA,NA
0400300,4,100000,126000,34400,49200,919,806,118021.37686524913,1.067603203306639,6.760320330663894,1,TRUE,50.06491286311871,80.52262199911745,0.6640031192135293,172345,55,04,00300,Navajo & Apache Counties PUMA,14.052035273974852,16.71928285416574,28.832409415432323,39439.098710124264,1,FALSE
